attraction,time,availablebicycles,availabledock,replication,
Bicycle A,814,79,1,1,
Dock A,814,80,0,1,
Dock D,814,55,25,1,
Dock B,815,79,1,1,
Dock B,818,80,0,1,
Dock B,819,79,1,1,
Dock D,820,56,24,1,
Dock B,820,78,2,1,
Bicycle D,821,55,25,1,
Dock B,823,79,1,1,
Dock D,825,56,24,1,
Bicycle A,825,79,1,1,
Dock A,825,80,0,1,
Bicycle A,826,79,1,1,
Dock A,826,80,0,1,
Bicycle D,827,55,25,1,
Bicycle C,829,79,1,1,
Dock C,829,80,0,1,
Dock B,830,80,0,1,
Dock B,832,79,1,1,
Bicycle C,832,79,1,1,
Dock C,832,80,0,1,
Dock B,832,80,0,1,
Bicycle C,834,79,1,1,
Dock C,834,80,0,1,
Dock D,835,56,24,1,
Bicycle C,835,79,1,1,
Dock C,835,80,0,1,
Dock D,841,57,23,1,
Dock D,842,58,22,1,
Dock B,842,79,1,1,
Bicycle A,844,79,1,1,
Dock A,844,80,0,1,
Bicycle A,845,79,1,1,
Dock A,845,80,0,1,
Bicycle D,847,57,23,1,
Dock D,848,58,22,1,
Bicycle D,848,57,23,1,
Bicycle C,848,79,1,1,
Dock C,848,80,0,1,
Bicycle D,849,56,24,1,
Dock B,851,80,0,1,
Bicycle A,852,79,1,1,
Dock A,852,80,0,1,
Bicycle A,855,79,1,1,
Dock A,855,80,0,1,
Bicycle A,855,79,1,1,
Dock A,855,80,0,1,
Dock B,856,79,1,1,
Dock B,856,80,0,1,
Dock D,856,57,23,1,
Dock B,858,79,1,1,
Dock B,858,80,0,1,
Bicycle C,858,79,1,1,
Dock C,858,80,0,1,
Bicycle D,859,56,24,1,
Dock B,861,79,1,1,
Dock B,861,80,0,1,
Bicycle C,864,79,1,1,
Dock C,864,80,0,1,
Bicycle C,866,79,1,1,
Dock C,866,80,0,1,
Bicycle D,868,55,25,1,
Bicycle D,870,54,26,1,
Bicycle A,871,79,1,1,
Dock A,871,80,0,1,
Dock D,872,55,25,1,
Bicycle D,872,54,26,1,
Dock D,873,55,25,1,
Dock D,875,56,24,1,
Bicycle A,875,79,1,1,
Dock A,875,80,0,1,
Bicycle A,878,79,1,1,
Dock A,878,80,0,1,
Dock B,880,79,1,1,
Dock B,880,80,0,1,
Bicycle D,880,55,25,1,
Bicycle A,880,79,1,1,
Dock A,880,80,0,1,
Bicycle D,884,54,26,1,
Bicycle A,884,79,1,1,
Dock A,884,80,0,1,
Bicycle C,885,79,1,1,
Dock C,885,80,0,1,
Dock B,886,79,1,1,
Dock B,886,80,0,1,
Bicycle A,891,79,1,1,
Dock A,891,80,0,1,
Dock B,892,79,1,1,
Dock B,892,80,0,1,
Dock B,893,79,1,1,
Dock B,893,80,0,1,
Dock D,894,55,25,1,
Dock B,895,79,1,1,
Dock B,895,80,0,1,
Bicycle D,896,54,26,1,
Dock B,896,79,1,1,
Dock B,896,80,0,1,
Bicycle C,898,79,1,1,
Dock C,898,80,0,1,
Bicycle C,899,79,1,1,
Dock C,899,80,0,1,
Dock B,900,79,1,1,
Dock B,900,80,0,1,
Bicycle C,902,79,1,1,
Dock C,902,80,0,1,
Bicycle D,904,53,27,1,
Dock D,905,54,26,1,
Bicycle D,905,53,27,1,
Bicycle A,906,79,1,1,
Dock A,906,80,0,1,
Dock D,907,54,26,1,
Bicycle D,907,53,27,1,
Bicycle C,907,79,1,1,
Dock C,907,80,0,1,
Bicycle C,908,79,1,1,
Dock C,908,80,0,1,
Bicycle A,909,79,1,1,
Dock A,909,80,0,1,
Bicycle A,910,79,1,1,
Dock A,910,80,0,1,
Dock D,911,54,26,1,
Bicycle A,912,79,1,1,
Dock A,912,80,0,1,
Dock B,913,79,1,1,
Dock B,913,80,0,1,
Bicycle A,914,79,1,1,
Dock D,916,55,25,1,
Bicycle C,916,79,1,1,
Dock C,916,80,0,1,
Dock B,918,79,1,1,
Dock B,918,80,0,1,
Dock D,919,56,24,1,
Dock B,921,79,1,1,
Dock B,921,80,0,1,
Bicycle C,922,79,1,1,
Dock C,922,80,0,1,
Bicycle A,922,78,2,1,
Bicycle C,924,79,1,1,
Dock C,924,80,0,1,
Dock B,925,79,1,1,
Dock B,925,80,0,1,
Dock D,926,57,23,1,
Dock B,927,79,1,1,
Dock B,927,80,0,1,
Bicycle D,927,56,24,1,
Bicycle C,929,79,1,1,
Dock C,929,80,0,1,
Dock B,929,79,1,1,
Dock A,929,79,1,1,
Dock B,929,80,0,1,
Dock B,930,79,1,1,
Bicycle A,930,78,2,1,
Dock D,931,57,23,1,
Bicycle C,932,79,1,1,
Dock C,932,80,0,1,
Bicycle C,932,79,1,1,
Dock C,932,80,0,1,
Dock B,934,78,2,1,
Bicycle C,936,79,1,1,
Dock C,936,80,0,1,
Bicycle D,936,56,24,1,
Dock B,936,79,1,1,
Dock D,938,57,23,1,
Dock A,939,79,1,1,
Dock D,939,58,22,1,
Bicycle C,939,79,1,1,
Dock C,939,80,0,1,
Bicycle D,939,57,23,1,
Bicycle C,939,79,1,1,
Dock C,939,80,0,1,
Dock D,940,58,22,1,
Dock D,942,59,21,1,
Dock D,943,60,20,1,
Bicycle A,943,78,2,1,
Dock A,943,79,1,1,
Bicycle D,944,59,21,1,
Bicycle A,945,78,2,1,
Dock D,947,60,20,1,
Dock A,947,79,1,1,
Dock D,947,61,19,1,
Bicycle C,948,79,1,1,
Dock C,948,80,0,1,
Bicycle D,948,60,20,1,
Dock B,948,78,2,1,
Dock B,950,77,3,1,
Bicycle A,950,78,2,1,
Dock B,950,78,2,1,
Bicycle A,951,77,3,1,
Dock A,951,78,2,1,
Dock B,952,79,1,1,
Dock B,952,78,2,1,
Bicycle D,953,59,21,1,
Bicycle A,955,77,3,1,
Dock B,955,79,1,1,
Dock A,956,78,2,1,
Bicycle D,958,58,22,1,
Dock D,958,59,21,1,
Dock B,960,80,0,1,
Bicycle D,960,58,22,1,
Dock B,961,79,1,1,
Dock A,961,79,1,1,
Bicycle A,962,78,2,1,
Dock B,963,78,2,1,
Dock B,963,79,1,1,
Dock A,963,79,1,1,
Bicycle C,965,79,1,1,
Dock C,965,80,0,1,
Bicycle D,967,57,23,1,
Dock B,968,80,0,1,
Dock B,968,79,1,1,
Bicycle C,969,79,1,1,
Dock C,969,80,0,1,
Dock A,969,80,0,1,
Bicycle A,970,79,1,1,
Bicycle D,971,56,24,1,
Bicycle A,972,78,2,1,
Bicycle D,973,55,25,1,
Dock B,973,78,2,1,
Bicycle D,973,54,26,1,
Dock D,974,55,25,1,
Dock A,974,79,1,1,
Dock A,975,80,0,1,
Dock B,977,79,1,1,
Bicycle A,977,79,1,1,
Dock A,977,80,0,1,
Dock D,977,56,24,1,
Dock B,979,80,0,1,
Bicycle C,980,79,1,1,
Dock C,980,80,0,1,
Bicycle D,980,55,25,1,
Bicycle C,981,79,1,1,
Dock C,981,80,0,1,
Bicycle D,981,54,26,1,
Bicycle D,983,53,27,1,
Dock B,984,79,1,1,
Dock B,984,80,0,1,
Bicycle A,985,79,1,1,
Dock A,985,80,0,1,
Dock B,986,79,1,1,
Bicycle D,987,52,28,1,
Dock D,988,53,27,1,
Dock B,990,78,2,1,
Dock B,991,79,1,1,
Dock B,991,78,2,1,
Bicycle A,991,79,1,1,
Dock A,991,80,0,1,
Dock D,992,54,26,1,
Bicycle D,992,53,27,1,
Bicycle C,992,79,1,1,
Dock C,992,80,0,1,
Dock B,994,77,3,1,
Bicycle C,995,79,1,1,
Dock C,995,80,0,1,
Dock B,996,76,4,1,
Bicycle C,996,79,1,1,
Dock C,996,80,0,1,
Bicycle D,996,52,28,1,
Bicycle A,997,79,1,1,
Dock A,997,80,0,1,
Bicycle D,998,51,29,1,
Dock B,999,77,3,1,
Bicycle D,1000,50,30,1,
Dock D,1000,51,29,1,
Dock B,1002,76,4,1,
Bicycle A,1003,79,1,1,
Dock A,1003,80,0,1,
Bicycle A,1003,79,1,1,
Dock A,1003,80,0,1,
Bicycle D,1004,50,30,1,
Dock D,1004,51,29,1,
Dock D,1004,52,28,1,
Dock B,1004,77,3,1,
Bicycle A,1006,79,1,1,
Dock A,1006,80,0,1,
Bicycle D,1006,51,29,1,
Dock B,1007,76,4,1,
Dock B,1008,77,3,1,
Dock B,1010,76,4,1,
Dock B,1011,77,3,1,
Dock B,1011,78,2,1,
Bicycle A,1012,79,1,1,
Dock A,1012,80,0,1,
Bicycle D,1012,50,30,1,
Bicycle A,1012,79,1,1,
Dock A,1012,80,0,1,
Bicycle C,1014,79,1,1,
Dock C,1014,80,0,1,
Bicycle D,1015,49,31,1,
Bicycle C,1015,79,1,1,
Dock C,1015,80,0,1,
Dock B,1017,79,1,1,
Dock B,1017,80,0,1,
Bicycle D,1020,48,32,1,
Dock D,1021,49,31,1,
Bicycle C,1021,79,1,1,
Dock C,1021,80,0,1,
Dock D,1023,50,30,1,
Bicycle A,1027,79,1,1,
Dock A,1027,80,0,1,
Dock B,1028,79,1,1,
Dock D,1028,51,29,1,
Bicycle A,1030,79,1,1,
Dock A,1030,80,0,1,
Bicycle A,1031,79,1,1,
Dock A,1031,80,0,1,
Bicycle D,1031,50,30,1,
Bicycle A,1032,79,1,1,
Dock A,1032,80,0,1,
Bicycle D,1034,49,31,1,
Dock B,1034,80,0,1,
Bicycle A,1035,79,1,1,
Dock A,1035,80,0,1,
Bicycle C,1035,79,1,1,
Dock C,1035,80,0,1,
Dock B,1036,79,1,1,
Dock B,1036,80,0,1,
Bicycle A,1038,79,1,1,
Dock A,1038,80,0,1,
Dock B,1040,79,1,1,
Dock B,1040,80,0,1,
Bicycle C,1045,79,1,1,
Dock C,1045,80,0,1,
Bicycle A,1046,79,1,1,
Dock A,1046,80,0,1,
Bicycle C,1047,79,1,1,
Dock C,1047,80,0,1,
Bicycle A,1048,79,1,1,
Dock D,1050,50,30,1,
Bicycle C,1051,79,1,1,
Dock C,1051,80,0,1,
Bicycle C,1051,79,1,1,
Dock C,1051,80,0,1,
Bicycle D,1053,49,31,1,
Bicycle A,1054,78,2,1,
Bicycle A,1054,77,3,1,
Dock D,1054,50,30,1,
Dock B,1054,79,1,1,
Dock B,1054,80,0,1,
Dock A,1056,78,2,1,
Dock D,1057,51,29,1,
Bicycle D,1057,50,30,1,
Bicycle D,1058,49,31,1,
Bicycle D,1058,48,32,1,
Dock D,1059,49,31,1,
Dock A,1060,79,1,1,
Dock A,1060,80,0,1,
Bicycle C,1060,79,1,1,
Dock C,1060,80,0,1,
Dock B,1062,79,1,1,
Dock B,1062,80,0,1,
Bicycle D,1062,48,32,1,
Dock D,1062,49,31,1,
Bicycle A,1065,79,1,1,
Dock A,1065,80,0,1,
Dock D,1068,50,30,1,
Bicycle A,1072,79,1,1,
Dock A,1072,80,0,1,
Bicycle A,1072,79,1,1,
Dock B,1073,79,1,1,
Dock B,1073,80,0,1,
Bicycle C,1076,79,1,1,
Dock C,1076,80,0,1,
Bicycle D,1077,49,31,1,
Bicycle C,1078,79,1,1,
Dock C,1078,80,0,1,
Bicycle D,1080,48,32,1,
Dock A,1080,80,0,1,
Bicycle A,1080,79,1,1,
Dock A,1083,80,0,1,
Dock D,1085,49,31,1,
Dock D,1085,50,30,1,
Bicycle D,1087,49,31,1,
Bicycle C,1088,79,1,1,
Dock C,1088,80,0,1,
Bicycle D,1088,48,32,1,
Bicycle A,1091,79,1,1,
Dock A,1091,80,0,1,
Bicycle C,1093,79,1,1,
Dock C,1093,80,0,1,
Bicycle A,1094,79,1,1,
Dock A,1094,80,0,1,
Dock B,1094,79,1,1,
Dock B,1094,80,0,1,
Bicycle A,1096,79,1,1,
Bicycle C,1097,79,1,1,
Dock C,1097,80,0,1,
Dock D,1100,49,31,1,
Dock D,1101,50,30,1,
Bicycle C,1103,79,1,1,
Dock C,1103,80,0,1,
Bicycle A,1106,78,2,1,
Bicycle C,1106,79,1,1,
Dock C,1106,80,0,1,
Bicycle C,1106,79,1,1,
Dock C,1106,80,0,1,
Bicycle A,1106,77,3,1,
Bicycle A,1109,76,4,1,
Dock D,1109,51,29,1,
Bicycle A,1113,75,5,1,
Dock D,1114,52,28,1,
Bicycle D,1114,51,29,1,
Dock D,1115,52,28,1,
Bicycle C,1116,79,1,1,
Dock C,1116,80,0,1,
Dock D,1116,53,27,1,
Dock A,1117,76,4,1,
Bicycle D,1119,52,28,1,
Bicycle A,1120,75,5,1,
Bicycle C,1121,79,1,1,
Dock C,1121,80,0,1,
Bicycle A,1121,74,6,1,
Dock A,1122,75,5,1,
Dock D,1123,53,27,1,
Bicycle C,1123,79,1,1,
Dock C,1123,80,0,1,
Bicycle C,1123,79,1,1,
Dock C,1123,80,0,1,
Bicycle A,1123,74,6,1,
Bicycle A,1125,73,7,1,
Bicycle D,1126,52,28,1,
Bicycle C,1128,79,1,1,
Dock C,1128,80,0,1,
Dock A,1129,74,6,1,
Dock D,1131,53,27,1,
Dock D,1132,54,26,1,
Dock D,1133,55,25,1,
Dock B,1134,79,1,1,
Dock B,1134,80,0,1,
Bicycle D,1134,54,26,1,
Bicycle C,1137,79,1,1,
Dock C,1137,80,0,1,
Bicycle A,1137,73,7,1,
Bicycle D,1138,53,27,1,
Dock D,1139,54,26,1,
Dock A,1139,74,6,1,
Dock B,1140,79,1,1,
Dock B,1140,80,0,1,
Bicycle C,1141,79,1,1,
Dock C,1141,80,0,1,
Dock B,1142,79,1,1,
Dock B,1142,80,0,1,
Dock A,1142,75,5,1,
Dock D,1145,55,25,1,
Bicycle C,1147,79,1,1,
Dock C,1147,80,0,1,
Bicycle D,1148,54,26,1,
Dock D,1149,55,25,1,
Bicycle D,1149,54,26,1,
Bicycle C,1149,79,1,1,
Dock C,1149,80,0,1,
Dock A,1151,76,4,1,
Dock A,1152,77,3,1,
Dock B,1154,79,1,1,
Dock B,1154,80,0,1,
Bicycle C,1155,79,1,1,
Dock C,1155,80,0,1,
Bicycle C,1159,79,1,1,
Dock C,1159,80,0,1,
Dock D,1159,55,25,1,
Dock D,1161,56,24,1,
Bicycle D,1161,55,25,1,
Bicycle A,1162,76,4,1,
Dock D,1162,56,24,1,
Bicycle A,1163,75,5,1,
Bicycle D,1163,55,25,1,
Bicycle C,1164,79,1,1,
Dock C,1164,80,0,1,
Dock A,1164,76,4,1,
Dock A,1166,77,3,1,
Bicycle A,1166,76,4,1,
Bicycle D,1168,54,26,1,
Bicycle C,1168,79,1,1,
Dock C,1168,80,0,1,
Dock B,1168,79,1,1,
Dock B,1168,80,0,1,
Bicycle C,1168,79,1,1,
Dock C,1168,80,0,1,
Dock D,1168,55,25,1,
Dock B,1169,79,1,1,
Dock B,1169,80,0,1,
Bicycle A,1169,75,5,1,
Bicycle D,1171,54,26,1,
Dock A,1171,76,4,1,
Bicycle C,1171,79,1,1,
Dock C,1171,80,0,1,
Bicycle C,1171,79,1,1,
Dock C,1171,80,0,1,
Bicycle D,1171,53,27,1,
Dock D,1172,54,26,1,
Bicycle D,1172,53,27,1,
Bicycle D,1173,52,28,1,
Bicycle D,1173,51,29,1,
Dock B,1173,79,1,1,
Dock B,1173,80,0,1,
Dock A,1174,77,3,1,
Dock A,1174,78,2,1,
Dock A,1175,79,1,1,
Dock A,1175,80,0,1,
Dock D,1176,52,28,1,
Bicycle C,1177,79,1,1,
Dock C,1177,80,0,1,
Bicycle A,1178,79,1,1,
Dock A,1178,80,0,1,
Dock D,1178,53,27,1,
Dock B,1178,79,1,1,
Dock B,1178,80,0,1,
Bicycle A,1178,79,1,1,
Dock D,1181,54,26,1,
Bicycle A,1183,78,2,1,
Bicycle D,1184,53,27,1,
Dock D,1184,54,26,1,
Dock B,1186,79,1,1,
Dock B,1186,80,0,1,
Bicycle A,1187,77,3,1,
Bicycle D,1187,53,27,1,
Dock A,1187,78,2,1,
Bicycle D,1188,52,28,1,
Bicycle C,1189,79,1,1,
Dock C,1189,80,0,1,
Bicycle C,1189,79,1,1,
Dock C,1189,80,0,1,
Dock A,1189,79,1,1,
Dock A,1190,80,0,1,
Bicycle D,1190,51,29,1,
Dock D,1192,52,28,1,
Bicycle A,1193,79,1,1,
Bicycle C,1194,79,1,1,
Dock C,1194,80,0,1,
Dock A,1194,80,0,1,
Bicycle D,1195,51,29,1,
Bicycle A,1198,79,1,1,
Bicycle D,1199,50,30,1,
Dock D,1199,51,29,1,
Dock A,1199,80,0,1,
Dock D,1201,52,28,1,
Dock D,1202,53,27,1,
Dock B,1203,79,1,1,
Dock B,1203,80,0,1,
Bicycle D,1203,52,28,1,
Dock B,1204,79,1,1,
Dock B,1204,80,0,1,
Bicycle C,1204,79,1,1,
Dock C,1204,80,0,1,
Bicycle A,1204,79,1,1,
Dock A,1204,80,0,1,
Dock B,1205,79,1,1,
Dock B,1205,80,0,1,
Bicycle A,1208,79,1,1,
Dock A,1208,80,0,1,
Bicycle D,1208,51,29,1,
Dock B,1209,79,1,1,
Dock B,1209,80,0,1,
Bicycle C,1210,79,1,1,
Dock C,1210,80,0,1,
Bicycle D,1210,50,30,1,
Bicycle D,1211,49,31,1,
Bicycle C,1211,79,1,1,
Dock C,1211,80,0,1,
Bicycle A,1213,79,1,1,
Dock A,1213,80,0,1,
Bicycle C,1213,79,1,1,
Dock C,1213,80,0,1,
Dock D,1214,50,30,1,
Bicycle D,1215,49,31,1,
Dock B,1217,79,1,1,
Dock B,1217,80,0,1,
Dock D,1217,50,30,1,
Bicycle A,1218,79,1,1,
Dock A,1218,80,0,1,
Bicycle A,1219,79,1,1,
Dock A,1219,80,0,1,
Bicycle A,1219,79,1,1,
Dock A,1219,80,0,1,
Bicycle A,1220,79,1,1,
Bicycle C,1220,79,1,1,
Dock C,1220,80,0,1,
Dock B,1220,79,1,1,
Dock B,1220,80,0,1,
Dock D,1221,51,29,1,
Dock D,1222,52,28,1,
Dock B,1223,79,1,1,
Dock B,1223,80,0,1,
Bicycle C,1227,79,1,1,
Dock C,1227,80,0,1,
Bicycle C,1227,79,1,1,
Dock C,1227,80,0,1,
Dock D,1228,53,27,1,
Bicycle C,1230,79,1,1,
Dock C,1230,80,0,1,
Dock B,1230,79,1,1,
Dock B,1230,80,0,1,
Bicycle A,1230,78,2,1,
Bicycle A,1231,77,3,1,
Dock D,1234,54,26,1,
Bicycle C,1234,79,1,1,
Dock C,1234,80,0,1,
Dock D,1236,55,25,1,
Dock B,1238,79,1,1,
Dock B,1238,80,0,1,
Dock D,1239,56,24,1,
Bicycle A,1239,76,4,1,
Bicycle D,1240,55,25,1,
Dock B,1240,79,1,1,
Dock B,1240,80,0,1,
Bicycle C,1241,79,1,1,
Dock C,1241,80,0,1,
Bicycle C,1241,79,1,1,
Dock C,1241,80,0,1,
Bicycle A,1242,75,5,1,
Bicycle A,1242,74,6,1,
Dock A,1242,75,5,1,
Bicycle D,1242,54,26,1,
Bicycle D,1244,53,27,1,
Dock B,1245,79,1,1,
Dock B,1245,80,0,1,
Dock D,1246,54,26,1,
Dock A,1246,76,4,1,
Bicycle D,1246,53,27,1,
Dock A,1247,77,3,1,
Dock A,1249,78,2,1,
Bicycle D,1249,52,28,1,
Dock B,1249,79,1,1,
Dock B,1249,80,0,1,
Bicycle A,1250,77,3,1,
Bicycle C,1251,79,1,1,
Dock C,1251,80,0,1,
Bicycle A,1252,76,4,1,
Dock D,1252,53,27,1,
Dock A,1252,77,3,1,
Dock B,1253,79,1,1,
Dock B,1253,80,0,1,
Dock D,1253,54,26,1,
Bicycle A,1256,76,4,1,
Dock B,1256,79,1,1,
Dock B,1256,80,0,1,
Bicycle D,1257,53,27,1,
Bicycle D,1259,52,28,1,
Bicycle A,1259,75,5,1,
Bicycle D,1260,51,29,1,
Dock A,1260,76,4,1,
Dock D,1261,52,28,1,
Dock B,1261,79,1,1,
Dock B,1261,80,0,1,
Dock B,1261,79,1,1,
Dock B,1261,80,0,1,
Bicycle C,1261,79,1,1,
Dock C,1261,80,0,1,
Dock A,1261,77,3,1,
Bicycle C,1262,79,1,1,
Dock C,1262,80,0,1,
Dock A,1263,78,2,1,
Bicycle C,1263,79,1,1,
Dock C,1263,80,0,1,
Bicycle D,1268,51,29,1,
Dock D,1269,52,28,1,
Bicycle D,1269,51,29,1,
Bicycle C,1269,79,1,1,
Dock C,1269,80,0,1,
Bicycle A,1269,77,3,1,
Dock D,1269,52,28,1,
Bicycle A,1271,76,4,1,
Dock A,1271,77,3,1,
Dock A,1272,78,2,1,
Dock B,1275,79,1,1,
Dock B,1275,80,0,1,
Dock D,1276,53,27,1,
Dock D,1277,54,26,1,
Bicycle C,1278,79,1,1,
Dock C,1278,80,0,1,
Bicycle D,1278,53,27,1,
Dock B,1279,79,1,1,
Dock B,1279,80,0,1,
Bicycle C,1279,79,1,1,
Dock C,1279,80,0,1,
Dock B,1280,79,1,1,
Dock B,1280,80,0,1,
Dock B,1280,79,1,1,
Dock B,1280,80,0,1,
Bicycle C,1281,79,1,1,
Dock C,1281,80,0,1,
Dock A,1282,79,1,1,
Bicycle C,1283,79,1,1,
Dock C,1283,80,0,1,
Bicycle D,1283,52,28,1,
Dock B,1284,79,1,1,
Dock B,1284,80,0,1,
Dock D,1285,53,27,1,
Dock A,1286,80,0,1,
Bicycle D,1286,52,28,1,
Bicycle A,1287,79,1,1,
Bicycle D,1287,51,29,1,
Dock D,1287,52,28,1,
Bicycle A,1290,78,2,1,
Dock D,1290,53,27,1,
Dock B,1290,79,1,1,
Dock B,1290,80,0,1,
Dock A,1291,79,1,1,
Bicycle C,1291,79,1,1,
Dock C,1291,80,0,1,
Dock A,1291,80,0,1,
Bicycle D,1293,52,28,1,
Dock D,1293,53,27,1,
Bicycle C,1295,79,1,1,
Dock C,1295,80,0,1,
Bicycle D,1296,52,28,1,
Bicycle D,1296,51,29,1,
Dock B,1297,79,1,1,
Dock B,1297,80,0,1,
Bicycle A,1297,79,1,1,
Dock A,1297,80,0,1,
Bicycle C,1298,79,1,1,
Dock C,1298,80,0,1,
Bicycle C,1300,79,1,1,
Dock C,1300,80,0,1,
Dock D,1300,52,28,1,
Bicycle D,1303,51,29,1,
Bicycle C,1303,79,1,1,
Dock C,1303,80,0,1,
Bicycle A,1303,79,1,1,
Dock A,1303,80,0,1,
Dock B,1304,79,1,1,
Dock B,1304,80,0,1,
Dock D,1306,52,28,1,
Dock B,1307,79,1,1,
Dock B,1307,80,0,1,
Dock D,1308,53,27,1,
Bicycle C,1309,79,1,1,
Dock C,1309,80,0,1,
Dock D,1309,54,26,1,
Bicycle D,1311,53,27,1,
Dock D,1312,54,26,1,
Bicycle D,1312,53,27,1,
Bicycle A,1312,79,1,1,
Dock A,1312,80,0,1,
Bicycle A,1313,79,1,1,
Dock A,1313,80,0,1,
Bicycle D,1313,52,28,1,
Bicycle D,1313,51,29,1,
Bicycle D,1314,50,30,1,
Bicycle C,1314,79,1,1,
Dock C,1314,80,0,1,
Bicycle A,1314,79,1,1,
Dock A,1314,80,0,1,
Bicycle A,1315,79,1,1,
Dock A,1315,80,0,1,
Bicycle C,1316,79,1,1,
Dock C,1316,80,0,1,
Bicycle D,1316,49,31,1,
Bicycle C,1317,79,1,1,
Dock C,1317,80,0,1,
Bicycle D,1317,48,32,1,
Dock D,1317,49,31,1,
Bicycle D,1317,48,32,1,
Dock B,1317,79,1,1,
Dock B,1317,80,0,1,
Bicycle D,1319,47,33,1,
Bicycle C,1319,79,1,1,
Dock C,1319,80,0,1,
Bicycle D,1320,46,34,1,
Dock D,1322,47,33,1,
Bicycle D,1323,46,34,1,
Bicycle C,1323,79,1,1,
Dock C,1323,80,0,1,
Dock D,1323,47,33,1,
Dock D,1327,48,32,1,
Bicycle D,1327,47,33,1,
Dock D,1330,48,32,1,
Dock D,1332,49,31,1,
Bicycle A,1332,79,1,1,
Dock A,1332,80,0,1,
Dock B,1333,79,1,1,
Dock B,1333,80,0,1,
Bicycle C,1333,79,1,1,
Dock C,1333,80,0,1,
Bicycle A,1334,79,1,1,
Dock A,1334,80,0,1,
Bicycle C,1335,79,1,1,
Bicycle D,1339,48,32,1,
Dock C,1340,80,0,1,
Dock B,1340,79,1,1,
Dock B,1340,80,0,1,
Bicycle C,1341,79,1,1,
Bicycle C,1341,78,2,1,
Bicycle D,1343,47,33,1,
Bicycle C,1343,77,3,1,
Dock D,1343,48,32,1,
Bicycle C,1343,76,4,1,
Dock D,1345,49,31,1,
Bicycle D,1345,48,32,1,
Bicycle A,1346,79,1,1,
Dock A,1346,80,0,1,
Dock C,1346,77,3,1,
Bicycle C,1346,76,4,1,
Bicycle C,1348,75,5,1,
Bicycle C,1349,74,6,1,
Bicycle C,1349,73,7,1,
Dock D,1349,49,31,1,
Bicycle C,1351,72,8,1,
Dock D,1351,50,30,1,
Bicycle D,1352,49,31,1,
Dock D,1353,50,30,1,
Bicycle D,1354,49,31,1,
Bicycle D,1354,48,32,1,
Dock D,1355,49,31,1,
Dock D,1355,50,30,1,
Dock D,1356,51,29,1,
Dock B,1356,79,1,1,
Dock B,1356,80,0,1,
Dock D,1358,52,28,1,
Bicycle A,1359,79,1,1,
Dock A,1359,80,0,1,
Bicycle A,1359,79,1,1,
Dock A,1359,80,0,1,
Dock D,1360,53,27,1,
Dock D,1361,54,26,1,
Bicycle D,1362,53,27,1,
Dock B,1364,79,1,1,
Dock B,1364,80,0,1,
Dock C,1366,73,7,1,
Dock B,1367,79,1,1,
Dock B,1367,80,0,1,
Bicycle A,1367,79,1,1,
Dock A,1367,80,0,1,
Dock B,1368,79,1,1,
Dock B,1368,80,0,1,
Bicycle A,1369,79,1,1,
Dock A,1369,80,0,1,
Dock B,1369,79,1,1,
Dock B,1369,80,0,1,
Bicycle D,1371,52,28,1,
Dock C,1371,74,6,1,
Bicycle D,1372,51,29,1,
Dock C,1373,75,5,1,
Bicycle D,1374,50,30,1,
Bicycle D,1377,49,31,1,
Dock C,1378,76,4,1,
Dock C,1378,77,3,1,
Dock B,1380,79,1,1,
Dock B,1380,80,0,1,
Bicycle A,1380,79,1,1,
Dock A,1380,80,0,1,
Bicycle D,1382,48,32,1,
Dock B,1384,79,1,1,
Dock B,1384,80,0,1,
Bicycle A,1384,79,1,1,
Dock A,1384,80,0,1,
Bicycle A,1386,79,1,1,
Dock A,1386,80,0,1,
Bicycle A,1387,79,1,1,
Dock A,1387,80,0,1,
Dock C,1389,78,2,1,
Bicycle A,1390,79,1,1,
Dock A,1390,80,0,1,
Bicycle D,1391,47,33,1,
Dock C,1392,79,1,1,
Bicycle A,1393,79,1,1,
Dock A,1393,80,0,1,
Bicycle D,1394,46,34,1,
Bicycle D,1396,45,35,1,
Bicycle A,1399,79,1,1,
Dock A,1399,80,0,1,
Dock B,1400,79,1,1,
Dock B,1400,80,0,1,
Bicycle C,1401,78,2,1,
Bicycle A,1402,79,1,1,
Dock A,1402,80,0,1,
Bicycle C,1402,77,3,1,
Bicycle C,1404,76,4,1,
Bicycle C,1404,75,5,1,
Bicycle C,1405,74,6,1,
Bicycle C,1406,73,7,1,
Dock B,1407,79,1,1,
Dock B,1407,80,0,1,
Dock C,1408,74,6,1,
Bicycle C,1409,73,7,1,
Bicycle A,1409,79,1,1,
Dock A,1409,80,0,1,
Dock D,1411,46,34,1,
Dock D,1411,47,33,1,
Dock D,1413,48,32,1,
Dock D,1413,49,31,1,
Bicycle A,1413,79,1,1,
Dock A,1413,80,0,1,
Dock D,1415,50,30,1,
Dock B,1416,79,1,1,
Dock B,1416,80,0,1,
Dock D,1416,51,29,1,
Dock C,1417,74,6,1,
Dock D,1419,52,28,1,
Bicycle D,1419,51,29,1,
Dock B,1420,79,1,1,
Dock B,1420,80,0,1,
Bicycle D,1420,50,30,1,
Bicycle A,1421,79,1,1,
Dock A,1421,80,0,1,
Bicycle D,1421,49,31,1,
Bicycle A,1423,79,1,1,
Dock A,1423,80,0,1,
Dock C,1423,75,5,1,
Dock B,1424,79,1,1,
